"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Спецодежда и СИЗы / Костюмы медицинские";"1";"2020-01-25";"33";"36,5";"19465";"804";"7604";"39,06";"8231";"42,29";"7052";"36,23";"85,68";"1051";"428";"40,72";"1546";"505";"32,66";"570888";"1548721993";"77465041";"4,76";"1626187034";"30,09";"27,15";"466010448";"420478021";"634541";"230314";"595979052";"36,3";"33";"0";"66367";"2549,76";"2015,5";"285";"38745";"2891,88";"2546";"4,79";"4,9";"4,64";"4,71";"167";"4,81";"23,87"
"Одежда / Туники";"2";"2020-01-25";"34,5";"38";"130682";"1990";"32426";"24,81";"37526";"28,72";"27546";"21,08";"73,41";"8717";"2576";"29,55";"9871";"2831";"28,68";"1166162";"1529307726";"179621493";"10,51";"1708929219";"47,59";"44,42";"727797547";"679318492";"1974679";"1050415";"1539546066";"53,19";"51";"0";"1000000";"1600,6";"1097";"140";"25930";"1654,69";"1348,5";"4,75";"4,87";"4,63";"4,72";"144";"3,64";"15,55"
"Обувь / Резиновые сапоги";"2";"2020-01-25";"34,5";"38";"38903";"3750";"5364";"13,79";"7927";"20,38";"6772";"17,41";"85,43";"1526";"420";"27,52";"2841";"509";"17,92";"998079";"1503334056";"276072685";"15,51";"1779406741";"35,31";"32,76";"530827255";"492492237";"459689";"155781";"226646130";"33,89";"14";"0";"8100000";"3124,38";"1266";"203";"129000";"1924,66";"1554";"4,77";"4,89";"4,64";"4,73";"261";"4,55";"17,96"
"Обувь / Сандалии";"3";"2020-01-25";"34,5";"38";"186602";"9716";"34481";"18,48";"40416";"21,66";"29987";"16,07";"74,2";"4717";"1644";"34,85";"7719";"1666";"21,58";"842078";"1472765216";"209872675";"12,47";"1682637891";"35,51";"30,12";"522978928";"443596883";"3797532";"2910133";"6314165434";"76,63";"135";"0";"635360";"2953,49";"1688";"117";"78680";"2572,52";"1855";"4,7";"4,82";"4,59";"4,68";"37";"4,51";"16,45"
"Одежда / Жакеты";"1";"2020-01-25";"34,5";"38";"126093";"10637";"14440";"11,45";"17322";"13,74";"12380";"9,82";"71,47";"5245";"1415";"26,98";"6791";"1505";"22,16";"390100";"1461395286";"580711454";"28,44";"2042106740";"26,62";"21,88";"389023425";"319753289";"384002";"161479";"665578114";"42,05";"30";"0";"900000";"6254,32";"3812";"226";"76844";"4407,86";"3226,5";"4,67";"4,8";"4,56";"4,66";"73";"3,98";"14,75"
"Одежда / Ветровки";"3";"2020-01-25";"34,5";"38";"91312";"3839";"20615";"22,58";"24557";"26,89";"18159";"19,89";"73,95";"5251";"1771";"33,73";"7160";"2039";"28,48";"459721";"1417444670";"278693473";"16,43";"1696138143";"35,46";"32,48";"502625880";"460386029";"875626";"512926";"1973501845";"58,58";"57";"0";"7380000";"4973,62";"2517";"196";"135514";"3555,85";"2888";"4,78";"4,86";"4,66";"4,73";"73";"3,83";"11,68"
"Белье / Боди";"1";"2020-01-25";"34,5";"38";"41049";"2259";"10714";"26,1";"12246";"29,83";"9021";"21,98";"73,66";"5079";"1297";"25,54";"7824";"1495";"19,11";"951690";"1390638909";"87582626";"5,92";"1478221535";"38,89";"38,27";"540819472";"532197510";"1071130";"448983";"624389233";"41,92";"34";"0";"900000";"1439,46";"1031";"124";"125100";"1457,74";"1213";"4,64";"4,81";"4,51";"4,64";"153";"6,07";"20,5"
"Обувь / Тапочки";"2";"2020-01-25";"34,5";"38";"285983";"29102";"33980";"11,88";"41434";"14,49";"29506";"10,32";"71,21";"7151";"1614";"22,57";"9923";"2017";"20,33";"1895557";"1382895676";"176340306";"11,31";"1559235982";"73,53";"71,44";"1016843191";"987940671";"2807809";"1416285";"965715786";"50,44";"44";"0";"1171107";"1337,83";"802";"66";"19246";"982,67";"742";"4,81";"4,91";"4,7";"4,77";"138";"4,37";"23,13"
"Шторы и аксессуары / Шторы интерьерные";"1";"2020-01-25";"29,5";"33";"643723";"37711";"95943";"14,9";"114294";"17,76";"58460";"9,08";"51,15";"3572";"1128";"31,58";"6289";"1389";"22,09";"596237";"1376923506";"181379237";"11,64";"1558302743";"65,41";"58,54";"900645665";"806051020";"940524";"470638";"1260313209";"50,04";"47";"0";"1000000";"4162,42";"3058,5";"67";"156940";"3241,25";"2793";"4,76";"4,87";"4,69";"4,77";"26";"4,89";"9,26"
"Бытовая техника / Пылесосы";"1";"2020-01-25";"25,5";"29";"166395";"17950";"4611";"2,77";"6377";"3,83";"4417";"2,65";"69,26";"5258";"645";"12,27";"12858";"1310";"10,19";"157082";"1349980384";"263153514";"16,31";"1613133898";"84";"82,45";"1133983523";"1113058827";"202699";"93181";"825036803";"45,97";"39";"0";"5822541";"14754,93";"6434";"15";"351073";"10139,68";"6667";"4,53";"4,76";"4,46";"4,62";"60";"5,68";"10,65"
"Аксессуары / Рюкзаки";"2";"2020-01-25";"34,5";"38";"1668288";"265501";"68135";"4,08";"82826";"4,96";"47679";"2,86";"57,57";"30313";"4790";"15,8";"40191";"6428";"15,99";"715969";"1339497372";"318571451";"19,21";"1658068823";"66,04";"64,45";"884604064";"863306056";"1063322";"589003";"2678534767";"55,39";"45";"0";"20000000";"3554,61";"1835";"66";"2529999";"2992,82";"1890";"4,75";"4,88";"4,68";"4,78";"27";"5";"11,44"
"Спортивная одежда / Комбинезоны спортивные";"1";"2020-01-25";"34,5";"38";"21698";"1940";"4916";"22,66";"5912";"27,25";"5321";"24,52";"90";"1412";"659";"46,67";"2501";"802";"32,07";"393947";"1290001147";"160174566";"11,05";"1450175713";"25,25";"20,95";"325725290";"270255240";"296732";"86161";"234500076";"29,04";"23";"0";"405000";"7332,57";"2386";"211";"126246";"6062,88";"2605";"4,78";"4,86";"4,65";"4,72";"152";"4,63";"22,58"
"Текстиль для дома / Полотенца банные";"2";"2020-01-25";"29,5";"33";"326018";"23195";"32508";"9,97";"42826";"13,14";"27856";"8,54";"65,04";"8628";"1199";"13,9";"8295";"1245";"15,01";"1353806";"1259110418";"302097695";"19,35";"1561208113";"87,32";"87,21";"1099455217";"1098070196";"1487232";"672029";"712978678";"45,19";"33";"0";"1000000";"3482,33";"1034";"113";"25387";"1220,47";"1033";"4,84";"4,93";"4,77";"4,84";"93";"5,73";"16,32"
"Белье / Носки";"1";"2020-01-25";"34,5";"38";"835950";"40710";"115855";"13,86";"139707";"16,71";"72578";"8,68";"51,95";"30503";"3879";"12,72";"36846";"5055";"13,72";"2697195";"1245784037";"180841565";"12,68";"1426625602";"89,28";"89,21";"1112235988";"1111363939";"4398777";"2528119";"1168412957";"57,47";"49";"0";"2950000";"853,85";"405";"20";"1940000";"521,24";"402";"4,82";"4,91";"4,74";"4,8";"50";"6,97";"23,23"
"Одежда / Водолазки";"2";"2020-01-25";"34,5";"38";"137838";"1507";"28342";"20,56";"31667";"22,97";"21903";"15,89";"69,17";"12047";"2248";"18,66";"13622";"2363";"17,35";"1178802";"1202199911";"86330815";"6,7";"1288530726";"54,51";"51,89";"655319171";"623821534";"1822147";"959449";"1129040185";"52,65";"46";"0";"900000";"1515,42";"773";"93";"67815";"1324,99";"953";"4,7";"4,88";"4,59";"4,73";"59";"5,54";"20,85"
"Одежда / Дубленки";"3";"2020-01-25";"34,5";"38";"27807";"1006";"5166";"18,58";"6844";"24,61";"5512";"19,82";"80,54";"1949";"557";"28,58";"3890";"658";"16,92";"166095";"1196029640";"348924837";"22,58";"1544954477";"23,19";"20,54";"277359274";"245664488";"101390";"37769";"362983981";"37,25";"18";"0";"8019000";"23273,78";"9484";"640";"1000000";"11338,99";"7750";"4,61";"4,77";"4,5";"4,61";"185";"2,7";"15,19"
"Красота / Шампуни";"1";"2020-01-25";"31";"34,5";"711721";"94532";"26835";"3,77";"40446";"5,68";"29929";"4,21";"74";"15468";"3126";"20,21";"25160";"4565";"18,14";"1850590";"1177313551";"156790297";"11,75";"1334103848";"92,29";"92,24";"1086542676";"1085954019";"3058215";"1186984";"844505747";"38,81";"50";"0";"2061965";"1471,16";"837";"40";"64300";"1025,24";"692";"4,77";"4,89";"4,7";"4,78";"53";"9,53";"19,25"
"Обувь / Сабо";"3";"2020-01-25";"34,5";"38";"100658";"3715";"23308";"23,16";"26983";"26,81";"19359";"19,23";"71,75";"3989";"1216";"30,48";"5638";"1526";"27,07";"720940";"1093569495";"179966398";"14,13";"1273535893";"45,38";"42,45";"496261837";"464220251";"2051562";"1341380";"2525539263";"65,38";"85";"0";"2582739";"2783,87";"1584";"137";"66134";"2636,58";"1871";"4,71";"4,83";"4,59";"4,67";"54";"3,74";"13,34"
"Обувь / Угги";"3";"2020-01-25";"34,5";"38";"86964";"1851";"25050";"28,81";"28353";"32,6";"21204";"24,38";"74,79";"3452";"1376";"39,86";"5977";"1700";"28,44";"553045";"1085738372";"160908029";"12,91";"1246646401";"33,86";"30,72";"367631013";"333538828";"851552";"484844";"1242341349";"56,94";"46";"0";"91003";"3661,71";"2306";"237";"69223";"2427,75";"1872";"4,69";"4,8";"4,57";"4,64";"66";"3,71";"22,03"
"Обувь / Полуботинки";"2";"2020-01-25";"34,5";"38";"90889";"4333";"18522";"20,38";"21478";"23,63";"14753";"16,23";"68,69";"3286";"977";"29,73";"3891";"859";"22,08";"390180";"1082563483";"197240876";"15,41";"1279804359";"32,76";"29,61";"354647797";"320547047";"1265577";"875604";"2330767388";"69,19";"97";"0";"1820000";"4018,35";"2625";"201";"67433";"3863,7";"2910";"4,69";"4,82";"4,57";"4,68";"54";"3,69";"12,18"
"Одежда / Косухи";"3";"2020-01-25";"34,5";"38";"27533";"3911";"4009";"14,56";"5121";"18,6";"4191";"15,22";"81,84";"2236";"523";"23,39";"4207";"628";"14,93";"271424";"1079253591";"208814126";"16,21";"1288067717";"31,26";"28,52";"337374673";"307803124";"270654";"110645";"560426884";"40,88";"30";"0";"8019000";"10418,04";"4050";"723";"479682";"5949,23";"4050";"4,74";"4,86";"4,62";"4,71";"189";"4";"13,8"
"Посуда и инвентарь / Сковороды";"1";"2020-01-25";"29,5";"33";"389290";"39520";"11413";"2,93";"16159";"4,15";"11735";"3,01";"72,62";"5044";"740";"14,67";"9623";"1312";"13,63";"704018";"1043265274";"187686894";"15,25";"1230952168";"86,26";"85,31";"899920625";"890009605";"640722";"218523";"428694013";"34,11";"27";"0";"2510000";"3992,88";"2762,5";"30";"65228";"2185,32";"1819";"4,69";"4,86";"4,61";"4,74";"110";"7,09";"15,51"
"Телевизоры и аудиотехника / Умные колонки";"2";"2020-05-26";"16,5";"20";"26039";"2250";"1310";"5,03";"2394";"9,19";"1938";"7,44";"80,95";"127";"11";"8,66";"2091";"265";"12,67";"102643";"1035925225";"576209298";"35,74";"1612134523";"88,13";"88,03";"912960901";"911924976";"102884";"51255";"541467433";"49,82";"30";"0";"1013990";"11350,22";"6055";"190";"753999";"12464,3";"8061";"4,92";"4,96";"4,87";"4,89";"115";"7,2";"17,25"
"Ноутбуки и компьютеры / Ноутбуки";"1";"2020-01-25";"14,5";"18";"150625";"9063";"1379";"0,92";"2446";"1,62";"1833";"1,22";"74,94";"604";"110";"18,21";"3559";"410";"11,52";"16912";"1030519972";"1309238232";"55,96";"2339758204";"82,23";"81,82";"847396573";"843171441";"23679";"14744";"966156163";"62,27";"42";"0";"15980000";"84961,93";"50162";"130";"15980000";"90935,33";"54707";"4,69";"4,81";"4,64";"4,71";"13";"6,54";"5,61"
"Обувь / Полусапожки";"3";"2020-01-25";"34,5";"38";"60869";"2006";"14366";"23,6";"16823";"27,64";"12180";"20,01";"72,4";"2490";"747";"30";"3153";"674";"21,38";"330505";"1009297950";"144215141";"12,5";"1153513091";"30,13";"26,96";"304101472";"272106727";"364720";"161302";"693077673";"44,23";"33";"0";"490200";"5382,08";"3713";"252";"490200";"4498,42";"3218,5";"4,64";"4,77";"4,53";"4,63";"36";"3,32";"12,34"
"Обувь / Дутики";"3";"2020-01-25";"34,5";"38";"75394";"2065";"17547";"23,27";"20807";"27,6";"15458";"20,5";"74,29";"3153";"1200";"38,06";"4945";"1264";"25,56";"507127";"969465992";"140536388";"12,66";"1110002380";"37,6";"34,3";"364519213";"332526835";"635805";"300454";"637054652";"47,26";"38";"0";"614700";"2471,67";"1686";"191";"67134";"2145,83";"1736";"4,71";"4,81";"4,57";"4,64";"73";"3,5";"19,21"
"Одежда / Сарафаны";"3";"2020-01-25";"34,5";"38";"86400";"2061";"22169";"25,66";"25172";"29,13";"18414";"21,31";"73,15";"8833";"2569";"29,08";"11363";"2745";"24,16";"499074";"964741590";"123241629";"11,33";"1087983219";"37,04";"32,65";"357340285";"314988129";"1275171";"874393";"1947858343";"68,57";"77";"0";"14400036";"2293,4";"1434";"112";"66700";"2328,86";"1918";"4,75";"4,86";"4,61";"4,7";"71";"3,58";"13,29"
"Продукты / Подарочные наборы продуктов";"3";"2020-01-25";"21,5";"25";"122161";"9021";"9309";"7,62";"16462";"13,48";"13305";"10,89";"80,82";"4883";"1057";"21,65";"6663";"1399";"21";"1390218";"937059727";"186081128";"16,57";"1123140855";"91,99";"91,95";"862001243";"861626419";"516335";"141417";"116171453";"27,39";"11";"0";"1000000";"1683,85";"991";"57";"15107";"944,39";"722";"4,85";"4,94";"4,78";"4,85";"168";"6,08";"16,23"
"Красота / Сыворотки";"1";"2020-01-25";"32,5";"36";"516045";"114900";"20459";"3,96";"29364";"5,69";"21556";"4,18";"73,41";"13381";"3081";"23,03";"21314";"4512";"21,17";"1059172";"935665109";"152418800";"14,01";"1088083909";"90,46";"90,4";"846402658";"845841259";"1676700";"755800";"706662755";"45,08";"47";"0";"1755020";"1891,11";"788,5";"23";"46894";"1337,09";"844";"4,72";"4,86";"4,65";"4,74";"73";"10,24";"15,96"
"Товары для животных / Корм сухой";"1";"2020-01-25";"21,5";"25";"417190";"17291";"15088";"3,62";"28682";"6,88";"22692";"5,44";"79,12";"3790";"786";"20,74";"5713";"1009";"17,66";"581304";"900888818";"276158861";"23,46";"1177047679";"95,89";"95,86";"863862288";"863592021";"740963";"342984";"619582454";"46,29";"38";"0";"1199778";"3541,07";"2077,5";"71";"81013";"2798,69";"1761,5";"4,86";"4,95";"4,81";"4,87";"24";"10";"24,22"
"Красота / Гели";"1";"2020-01-25";"32,5";"36";"599865";"68633";"23052";"3,84";"33702";"5,62";"24996";"4,17";"74,17";"14338";"3260";"22,74";"21068";"4370";"20,74";"1841362";"894534590";"164043842";"15,5";"1058578432";"92,27";"92,21";"825387066";"824850345";"3029891";"1245416";"685908744";"41,1";"49";"0";"900000";"1274,17";"637";"31";"26720";"725,12";"512";"4,8";"4,92";"4,74";"4,81";"68";"10,53";"20,6"
"Обувь / Балетки";"2";"2020-01-25";"34,5";"38";"66221";"7140";"14196";"21,44";"16516";"24,94";"13075";"19,74";"79,17";"2371";"889";"37,49";"3511";"943";"26,86";"433241";"858522688";"175819249";"17";"1034341937";"37,26";"34,54";"319885554";"296533736";"1259274";"828200";"1868054980";"65,77";"87";"0";"135033";"4500,04";"2293";"91";"99750";"3108,81";"2031";"4,68";"4,83";"4,55";"4,66";"91";"4,02";"13,72"
"Посуда и инвентарь / Кружки";"2";"2020-01-25";"29,5";"33";"6953488";"620849";"42577";"0,61";"59023";"0,85";"35891";"0,52";"60,81";"13063";"1789";"13,7";"16789";"2116";"12,6";"1359352";"855061917";"203581160";"19,23";"1058643077";"87,47";"87,3";"747922659";"746469054";"1005008";"378085";"305300455";"37,62";"22";"0";"1000000";"997,53";"726";"25";"286664";"723,59";"524";"4,88";"4,93";"4,84";"4,84";"47";"6,97";"12,24"
"Ювелирные украшения / Ювелирные цепочки";"1";"2020-01-25";"33";"33";"52412";"13946";"5713";"10,9";"6184";"11,8";"4572";"8,72";"73,93";"533";"264";"49,53";"1395";"281";"20,14";"161156";"853266602";"75140960";"8,09";"928407562";"65,5";"65,12";"558889624";"555647211";"350847";"214266";"1340880859";"61,07";"65";"0";"1216080";"13968,9";"1208";"353";"235008";"9907,86";"3073,5";"4,82";"4,91";"4,72";"4,79";"80";"5,36";"10,75"
"Красота / Косметические наборы для ухода";"3";"2020-01-25";"32,5";"36";"587540";"130852";"14851";"2,53";"23726";"4,04";"16885";"2,87";"71,17";"14401";"2500";"17,36";"20362";"3600";"17,68";"1262620";"838778570";"209289171";"19,97";"1048067741";"91,16";"91,1";"764630544";"764127277";"844757";"361803";"398808541";"42,83";"20";"0";"1000000";"2228,18";"939,5";"32";"125584";"1354,64";"829";"4,77";"4,89";"4,7";"4,79";"102";"7,26";"13,81"
"Одежда / Плащи";"3";"2020-01-25";"34,5";"38";"32887";"2304";"5555";"16,89";"6837";"20,79";"5244";"15,95";"76,7";"3002";"703";"23,42";"4183";"742";"17,74";"142353";"835803760";"188394389";"18,39";"1024198149";"25,55";"22,01";"213547861";"183960408";"158314";"72191";"583126176";"45,6";"33";"0";"1286500";"5573,62";"3601,5";"111";"69717";"6855,21";"5445";"4,71";"4,82";"4,59";"4,67";"53";"3,33";"11,11"
"Ювелирные украшения / Ювелирные браслеты";"1";"2020-01-25";"33";"33";"113555";"37302";"14002";"12,33";"16190";"14,26";"10987";"9,68";"67,86";"1116";"588";"52,69";"1938";"598";"30,86";"198670";"832107782";"156074854";"15,79";"988182636";"64,7";"64,37";"538373735";"535627779";"389353";"233395";"1048974815";"59,94";"59";"0";"1263160";"11897,39";"1595";"142";"190489";"7395,41";"2903,5";"4,81";"4,89";"4,73";"4,8";"57";"3,92";"9,3"
"Продукты / Чай";"2";"2020-01-25";"21,5";"25";"458165";"27800";"19805";"4,32";"31111";"6,79";"24629";"5,38";"79,16";"9409";"2150";"22,85";"13579";"2683";"19,76";"1876730";"819443460";"116648764";"12,46";"936092224";"95,19";"95,17";"780028230";"779864341";"2041417";"892401";"2031920341";"43,71";"33";"0";"1084489";"1166,95";"676";"44";"1000000";"741,74";"487";"4,82";"4,93";"4,74";"4,81";"69";"7,59";"19,32"
"Телевизоры и аудиотехника / Наушники";"1";"2020-01-25";"21,5";"25";"985241";"145603";"10768";"1,09";"13374";"1,36";"9808";"1";"73,34";"14439";"1270";"8,8";"26308";"2144";"8,15";"606157";"800132850";"201429337";"20,11";"1001562187";"86,7";"85,94";"693715181";"687634171";"882132";"391821";"592042795";"44,42";"44";"0";"11844324";"5281,29";"1664";"17";"110595";"2086,51";"1142";"4,41";"4,73";"4,34";"4,58";"46";"7,36";"16,68"
"Одежда / Тренчкоты";"3";"2020-01-25";"34,5";"38";"11434";"623";"1922";"16,81";"2678";"23,42";"2300";"20,12";"85,88";"2141";"472";"22,05";"2786";"531";"19,06";"131326";"799117679";"237975729";"22,95";"1037093408";"22,79";"19,43";"182118919";"155268565";"92237";"31934";"351936992";"34,62";"21";"0";"7380000";"15164,2";"3475";"662";"53207";"6088,67";"5371";"4,68";"4,84";"4,56";"4,67";"133";"3,74";"13,4"
"Аксессуары / Солнцезащитные очки";"3";"2020-01-25";"34,5";"38";"829646";"145923";"91062";"10,98";"107235";"12,93";"55300";"6,67";"51,57";"8749";"2291";"26,19";"12090";"2508";"20,74";"699469";"777180632";"216068178";"21,75";"993248810";"45,64";"43,79";"354705240";"340327399";"1548482";"1015157";"1165109616";"65,56";"66";"0";"1175157";"2444,49";"1486";"33";"83713";"1929,3";"1355";"4,67";"4,79";"4,6";"4,69";"34";"5,1";"12,78"
"Обувь / Шлепанцы";"3";"2020-01-25";"34,5";"38";"137798";"7098";"28196";"20,46";"32686";"23,72";"23626";"17,15";"72,28";"5401";"1543";"28,57";"6885";"1841";"26,74";"896427";"776320999";"113335651";"12,74";"889656650";"50,14";"47,66";"389247349";"369994588";"2516753";"1586940";"2154324303";"63,06";"84";"0";"1000000";"2229,61";"1059";"84";"75975";"1902,96";"1287,5";"4,67";"4,78";"4,56";"4,63";"73";"4,36";"18,79"
"Все для садоводства / Семена";"3";"2020-01-25";"24,5";"24,5";"3756039";"462860";"102871";"2,74";"149853";"3,99";"110630";"2,95";"73,83";"4639";"1215";"26,19";"4616";"1488";"32,24";"4993710";"765407928";"220105180";"22,33";"985513108";"96,85";"96,84";"741297578";"741221037";"8420097";"5036952";"802889015";"59,82";"51";"0";"1500116";"368,68";"239";"12";"24675";"183,79";"140";"4,74";"4,76";"4,67";"4,66";"88";"11,2";"24,67"
"Белье / Майки бельевые";"2";"2020-01-25";"34,5";"38";"67840";"3468";"18936";"27,91";"21012";"30,97";"13306";"19,61";"63,33";"4665";"1258";"26,97";"6270";"1516";"24,18";"1050791";"756747746";"50443528";"6,25";"807191274";"66,91";"66,57";"506339917";"503766975";"1623053";"767621";"508893852";"47,29";"46";"0";"900000";"810,16";"568";"59";"18962";"701,49";"594";"4,82";"4,92";"4,71";"4,79";"76";"6,98";"22,63"
